id_mpio_postal;zona_postal;codigo_postal;id_mpio
1246;8130;813010;81591
1247;530;53050;5190
1248;8530;853030;85325
1249;5255;525570;52699
1250;2526;252648;25035
1251;7020;702010;70717
1252;9910;991048;99773
1253;5440;544017;54125
1254;1518;151807;15550
1255;2030;203047;20178
1256;1860;186038;18029
1257;540;54048;5615
1258;8610;861060;86760
1259;534;53427;5579
1260;4750;475027;47460
1261;7010;701077;70473
1262;1105;110571;11001
1263;4170;417030;41551
1264;2720;272037;27810
1265;540;54017;5674
1266;528;52857;5040
1267;544;54410;5313
1268;1315;131520;13620
1269;850;85020;8436
1270;1900;190002;19001
1271;1305;130527;13683
1272;1104;110421;11001
1273;518;51837;5310
1274;4720;472040;47030
1275;9120;912010;91536
1276;5000;500017;50001
1277;7625;762547;76122
1278;7315;731528;73152
1279;5070;507047;50150
1280;2010;201027;20060
1281;2510;251057;25736
1282;8800;880001;88001
1283;4420;442008;44430
1284;510;51027;5079
1285;7645;764509;76109
1286;5445;544527;54223
1287;4430;443028;44378
1288;560;56017;5368
1289;1325;132557;13188
1290;7345;734509;73585
1291;2510;251010;25817
1292;5200;520010;52001
1293;1340;134047;13810
1294;1750;175001;17495
1295;520;52018;5854
1296;7335;733529;73268
1297;2320;232020;23815
1298;2504;250440;25781
1299;6810;681017;68547
1300;6850;685047;68773
1301;5285;528509;52835
1302;1780;178049;17614
1303;6600;660006;66001
1304;1810;181017;18247
1305;558;55848;5030
1306;5400;540001;54001
1307;5270;527039;52256
1308;5285;528502;52835
1309;5000;500005;50001
1310;6870;687001;68655
1311;1905;190558;19473
1312;5060;506007;50223
1313;1109;110921;11001
1314;5280;528047;52621
1315;4410;441057;44847
1316;1102;110221;11001
1317;8140;814050;81300
1318;4160;416007;41791
1319;2524;252431;25307
1320;1955;195547;19075
1321;2325;232507;23678
1322;2500;250037;25430
1323;9410;941038;94884
1324;6825;682559;68167
1325;2522;252217;25290
1326;568;56817;5475
1327;6835;683501;68121
1328;1536;153620;15494
1329;1508;150807;15723
1330;2760;276070;27025
1331;2350;235027;23419
1332;1516;151667;15790
1333;7635;763527;76248
1334;5280;528069;52079
1335;1910;191067;19845
1336;7350;735029;73217
1337;1325;132567;13468
1338;6830;683029;68500
1339;1335;133518;13074
1340;1542;154268;15469
1341;1305;130530;13873
1342;1915;191568;19212
1343;1960;196037;19809
1344;7040;704010;70124
1345;554;55422;5266
1346;850;85027;8436
1347;7635;763557;76563
1348;564;56467;5101
1349;9150;915018;91669
1350;2530;253030;25596
1351;1940;194089;19022
1352;2524;252410;25612
1353;6640;664017;66318
1354;4170;417037;41551
1355;554;55421;5266
1356;4410;441058;44847
1357;6840;684057;68296
1358;1522;152237;15226
1359;7620;762018;76041
1360;1770;177089;17042
1361;6805;680568;68444
1362;2530;253052;25269
1363;500;50007;5001
1364;518;51847;5150
1365;5040;504007;50313
1366;1107;110741;11001
1367;2730;273057;27491
1368;5285;528518;52835
1369;2300;230028;23001
1370;2770;277038;27150
1371;7070;707037;70204
1372;1546;154667;15131
1373;8520;852030;85250
1374;7605;760527;76233
1375;800;80001;8001
1376;5255;525520;52838
1377;4150;415060;41396
1378;5445;544520;54223
1379;6300;630002;63001
1380;2512;251240;25299
1381;2504;250437;25843
1382;5235;523501;52788
1383;558;55858;5809
1384;1506;150627;15162
1385;2010;201030;20250
1386;7635;763578;76130
1387;4410;441027;44847
1388;7040;704038;70708
1389;5200;520029;52001
1390;6630;663038;66045
1391;1532;153248;15842
1392;5400;540011;54001
1393;564;56447;5576
1394;524;52428;5495
1395;1820;182017;18753
1396;5420;542038;54820
1397;8610;861067;86760
1398;9400;940028;94001
1399;1546;154640;15176
1400;7330;733048;73624
1401;6840;684037;68679
1402;7615;761530;76863
1403;6825;682557;68167
1404;9410;941047;94884
1405;2522;252240;25743
1406;5060;506048;50251
1407;5480;548030;54553
1408;7050;705058;70233
1409;9720;972007;97511
1410;1119;111911;11001
1411;2300;230019;23001
1412;520;52017;5854
1413;6600;660008;66001
1414;2516;251607;25841
1415;1536;153627;15494
1416;6640;664008;66594
1417;6300;630007;63001
1418;550;55018;5376
1419;1510;151027;15810
1420;5410;541030;54874
1421;6830;683077;68211
1422;7325;732507;73124
1423;5445;544557;54051
1424;1522;152217;15759
1425;1770;177040;17665
1426;1850;185017;18479
1427;5480;548057;54250
1428;6875;687511;68615
1429;1320;132050;13244
1430;6640;664047;66088
1431;8520;852037;85250
1432;6805;680501;68780
1433;6830;683017;68322
1434;2335;233530;23068
1435;1910;191007;19110
1436;1516;151627;15755
1437;4410;441018;44560
1438;8140;814017;81794
1439;1530;153047;15325
1440;500;50041;5001
1441;4700;470002;47001
1442;6855;685521;68013
1443;8500;850007;85001
1444;9920;992017;99524
1445;1860;186010;18094
1446;1960;196008;19318
1447;550;55010;5376
1448;524;52438;5250
1449;2050;205040;20614
1450;500;50029;5001
1451;7630;763021;76834
1452;1532;153280;15172
1453;1532;153201;15798
1454;2700;270078;27425
1455;578;57827;5051
1456;1945;194501;19693
1457;1860;186030;18029
1458;7030;703010;70678
1459;2532;253250;25662
1460;4440;444007;44098
1461;6860;686001;68573
1462;4130;413040;41020
1463;7600;760014;76001
1464;2536;253618;25402
1465;2770;277037;27150
1466;2534;253410;25875
1467;7355;735560;73168
1468;2325;232527;23189
1469;1310;131068;13442
1470;1504;150480;15693
1471;6815;681507;68162
1472;4140;414060;41548
1473;1113;111311;11001
1474;2500;250010;25214
1475;7355;735550;73622
1476;1910;191017;19110
1477;1730;173001;17446
1478;9520;952017;95200
1479;5460;546079;54003
1480;568;56830;5847
1481;6865;686567;68235
1482;6820;682058;68051
1483;7310;731047;73411
1484;5220;522007;52240
1485;5060;506041;50251
1486;510;51059;5088
1487;1526;152627;15514
1488;4110;411080;41206
1489;2340;234038;23580
1490;7350;735057;73067
1491;554;55450;5631
1492;2320;232008;23464
1493;2536;253637;25489
1494;6320;632020;63212
1495;7050;705079;70670
1496;6630;663017;66572
1497;5215;521560;52786
1498;1310;131069;13442
1499;560;56037;5856
1500;4170;417007;41244
1501;5465;546510;54344
1502;1532;153268;15804
1503;2530;253057;25269
1504;1538;153809;15600
1505;850;85007;8638
1506;5240;524007;52215
1507;5400;540005;54001
1508;8140;814010;81794
1509;7060;706018;70820
1510;1110;111011;11001
1511;8560;856010;85010
1512;4740;474040;47545
1513;8550;855018;85162
1514;1504;150408;15837
1515;2315;231507;23675
1516;7010;701017;70230
1517;2040;204047;20550
1518;1532;153247;15842
1519;1508;150827;15720
1520;5430;543010;54099
1521;2350;235048;23090
1522;2330;233028;23079
1523;4100;410010;41001
1524;2522;252211;25290
1525;7600;760004;76001
1526;1530;153067;15778
1527;1710;171008;17486
1528;6810;681038;68705
1529;1514;151447;15332
1530;7335;733520;73268
1531;1120;112011;11001
1532;1108;110881;11001
1533;7600;760003;76001
1534;540;54028;5440
1535;6600;660017;66001
1536;1325;132560;13468
1537;7600;760044;76001
1538;1500;150008;15001
1539;5040;504048;50683
1540;1955;195507;19532
1541;840;84060;8770
1542;7600;760041;76001
1543;2530;253051;25269
1544;518;51838;5310
1545;2534;253407;25718
1546;9920;992018;99524
1547;5275;527540;52390
1548;500;50023;5001
1549;9910;991009;99773
1550;5265;526568;52233
1551;6825;682577;68855
1552;8610;861020;86749
1553;5220;522027;52480
1554;1526;152667;15455
1555;1300;130009;13001
1556;2508;250837;25436
1557;6835;683569;68745
1558;6835;683547;68524
1559;6830;683051;68320
1560;6640;664007;66594
1561;7635;763520;76248
1562;2512;251230;25297
1563;2750;275058;27250
1564;6815;681567;68266
1565;518;51850;5237
1566;7625;762527;76895
1567;1520;152060;15215
1568;2345;234518;23807
1569;7000;700008;70001
1570;2345;234537;23855
1571;7615;761520;76823
1572;1900;190017;19001
1573;1920;192040;19137
1574;1905;190589;19780
1575;9950;995007;99624
1576;6875;687501;68255
1577;1305;130547;13647
1578;1536;153637;15835
1579;4110;411060;41078
1580;8530;853058;85230
1581;2508;250847;25426
1582;2518;251837;25281
1583;1960;196060;19418
1584;2516;251627;25181
1585;4180;418028;41660
1586;1546;154601;15632
1587;2750;275057;27250
1588;1514;151427;15223
1589;2526;252607;25386
1590;1534;153467;15740
1591;2320;232017;23168
1592;5200;520002;52001
1593;1940;194027;19397
1594;1544;154447;15686
1595;2536;253667;25777
1596;2345;234501;23807
1597;2510;251001;25758
1598;7310;731067;73461
1599;7355;735537;73675
1600;2320;232001;23464
1601;2310;231027;23417
1602;1110;111061;11001
1603;7300;730009;73001
1604;7340;734040;73226
1605;5240;524077;52356
1606;9130;913017;91263
1607;5010;501041;50245
1608;2760;276037;27075
1609;5200;520039;52001
1610;7640;764001;76364
1611;1534;153447;15189
1612;6850;685008;68101
1613;2350;235008;23574
1614;4140;414028;41298
1615;5280;528007;52427
1616;2040;204020;20787
1617;4740;474007;47720
1618;1350;135008;13688
1619;2516;251648;25279
1620;1500;150009;15001
1621;2000;200017;20001
1622;1119;111921;11001
1623;8630;863008;86571
1624;5455;545530;54720
1625;2522;252257;25312
1626;5265;526507;52385
1627;578;57839;5665
1628;554;55457;5631
1629;9910;991001;99773
1630;4760;476047;47541
1631;534;53450;5142
1632;1320;132030;13654
1633;6875;687548;68307
1634;1915;191567;19212
1635;1548;154820;15442
1636;6860;686008;68573
1637;1780;178020;17777
1638;2780;278010;27006
1639;5400;540002;54001
1640;850;85048;8606
1641;7605;760517;76377
1642;564;56440;5576
1643;1500;150002;15001
1644;1915;191540;19513
1645;1910;191038;19698
1646;7030;703078;70265
1647;6835;683527;68533
1648;500;50037;5001
1649;1720;172047;17513
1650;1720;172040;17513
1651;5445;544528;54223
1652;2350;235040;23090
1653;5240;524078;52356
1654;1950;195019;19100
1655;1110;111031;11001
1656;5070;507037;50689
1657;2522;252219;25290
1658;5255;525507;52320
1659;2534;253401;25718
1660;518;51830;5310
1661;1780;178048;17614
1662;7600;760020;76001
1663;1538;153887;15638
1664;5245;524567;52224
1665;1935;193508;19760
1666;5455;545539;54720
1667;1320;132058;13244
1668;4150;415078;41396
1669;6640;664020;66456
1670;1905;190539;19548
1671;4450;445027;44855
1672;2512;251201;25377
1673;7630;763049;76111
1674;558;55847;5030
1675;7340;734020;73352
1676;6610;661027;66682
1677;840;84027;8141
1678;1860;186077;18610
1679;6640;664027;66456
1680;1910;191037;19698
1681;7330;733001;73678
1682;5010;501038;50606
1683;1900;190004;19001
1684;6640;664001;66594
1685;5440;544037;54174
1686;7060;706017;70820
1687;500;50033;5001
1688;7050;705017;70702
1689;558;55860;5059
1690;1524;152448;15822
1691;8500;850008;85001
1692;1350;135007;13688
1693;4120;412060;41357
1694;4440;444001;44098
1695;7050;705038;70215
1696;1710;171047;17050
1697;7345;734507;73585
1698;1548;154801;15531
1699;8540;854019;85139
1700;7340;734067;73873
1701;544;54440;5197
1702;6835;683567;68745
1703;1900;190001;19001
1704;8120;812017;81220
1705;9920;992007;99524
1706;8600;860001;86001
1707;6825;682549;68264
1708;6875;687507;68255
1709;1510;151020;15810
1710;5020;502047;50568
1711;7635;763550;76563
1712;7350;735008;73483
1713;530;53037;5670
1714;1520;152020;15296
1715;2506;250620;25288
1716;2512;251247;25299
1717;5250;525008;52227
1718;558;55817;5240
1719;1345;134510;13490
1720;7010;701010;70230
1721;1740;174037;17867
1722;2730;273010;27580
1723;1925;192547;19355
1724;6815;681508;68162
1725;7050;705010;70702
1726;9400;940019;94001
1727;7330;733008;73678
1728;1530;153050;15322
1729;5245;524547;52022
1730;500;50013;5001
1731;1504;150467;15238
1732;4450;445020;44855
1733;5250;525009;52227
1734;2770;277030;27150
1735;1546;154647;15176
1736;2500;250047;25473
1737;7345;734528;73563
1738;5205;520501;52110
1739;8620;862020;86865
1740;6630;663030;66045
1741;5235;523547;52573
1742;7060;706030;70523
1743;9110;911038;91798
1744;2010;201050;20175
1745;1310;131020;13052
1746;1770;177047;17665
1747;2518;251857;25335
1748;2305;230529;23686
1749;6330;633020;63401
1750;6810;681018;68547
1751;5070;507007;50006
1752;4410;441007;44560
1753;6815;681551;68686
1754;2730;273038;27205
1755;544;54430;5660
1756;8630;863001;86571
1757;5275;527548;52390
1758;4110;411001;41016
1759;1335;133510;13074
1760;9400;940009;94001
1761;2502;250240;25126
1762;2504;250428;25154
1763;2500;250058;25754
1764;7310;731007;73030
1765;7345;734547;73236
1766;1552;155217;15572
1767;7635;763538;76520
1768;548;54847;5483
1769;564;56430;5792
1770;4140;414001;41306
1771;2532;253207;25019
1772;1905;190507;19130
1773;2780;278057;27615
1774;8510;851038;85315
1775;1750;175007;17495
1776;5270;527030;52256
1777;8560;856038;85015
1778;2740;274037;27450
1779;5200;520028;52001
1780;4180;418040;41359
1781;5410;541038;54874
1782;9170;917017;91407
1783;2504;250447;25781
1784;1760;176047;17524
1785;570;57018;5543
1786;5470;547070;54245
1787;6815;681519;68207
1788;7335;733507;73200
1789;2522;252207;25535
1790;5245;524528;52585
1791;1335;133550;13268
1792;2345;234507;23807
1793;5450;545050;54313
1794;1522;152250;15272
1795;5455;545538;54720
1796;1940;194008;19392
1797;2710;271017;27245
1798;2530;253007;25099
1799;830;83005;8758
1800;4430;443047;44078
1801;2310;231047;23417
1802;1300;130017;13001
1803;7020;702077;70742
1804;1950;195001;19100
1805;2770;277017;27615
1806;9120;912019;91536
1807;6865;686539;68689
1808;1506;150687;15537
1809;1840;184019;18756
1810;7620;762001;76243
1811;1350;135028;13744
1812;1110;111021;11001
1813;5460;546057;54385
1814;578;57878;5490
1815;2524;252401;25488
1816;1925;192518;19517
1817;6860;686021;68385
1818;2305;230537;23686
1819;840;84087;8675
1820;1540;154047;15762
1821;5020;502049;50568
1822;2500;250057;25754
1823;1508;150840;15368
1824;7630;763008;76113
1825;7605;760510;76377
1826;6320;632040;63111
1827;2740;274058;27745
1828;4160;416088;41770
1829;578;57858;5147
1830;6835;683537;68209
1831;6840;684028;68872
1832;9430;943057;94888
1833;5420;542058;54377
1834;8800;880028;88564
1835;5030;503068;50590
1836;5470;547078;54245
1837;554;55411;5360
1838;4100;410006;41001
1839;5020;502041;50568
1840;4140;414047;41013
1841;2040;204040;20550
1842;5265;526527;52418
1843;4400;440001;44001
1844;9130;913019;91263
1845;1506;150607;15276
1846;5225;522527;52683
1847;1340;134020;13006
1848;5460;546078;54003
1849;1940;194067;19785
1850;2540;254020;25258
1851;5010;501018;50124
1852;2780;278038;27800
1853;9410;941018;94886
1854;1536;153668;15646
1855;4410;441059;44847
1856;5030;503027;50325
1857;8530;853017;85430
1858;2320;232059;23182
1859;5230;523068;52352
1860;1920;192009;19821
1861;1830;183010;18150
1862;5205;520538;52258
1863;4760;476040;47541
1864;2540;254008;25513
1865;1514;151448;15332
1866;1915;191569;19212
1867;7335;733540;73319
1868;8530;853010;85430
1869;1750;175037;17380
1870;2504;250420;25154
1871;1522;152218;15759
1872;8620;862069;86568
1873;4150;415087;41378
1874;7620;762008;76243
1875;1104;110431;11001
1876;1700;170009;17001
1877;2030;203040;20178
1878;1350;135048;13670
1879;2500;250002;25175
1880;1935;193537;19807
1881;9910;991049;99773
1882;1522;152268;15806
1883;6810;681031;68318
1884;2516;251647;25279
1885;6825;682537;68217
1886;7060;706010;70820
1887;8540;854010;85139
1888;7350;735078;73555
1889;6860;686047;68190
1890;5000;500007;50001
1891;1526;152640;15135
1892;7020;702078;70742
1893;7355;735509;73504
1894;5200;520037;52001
1895;7355;735557;73622
1896;9160;916057;91460
1897;4410;441001;44560
1898;1910;191030;19698
1899;1315;131507;13760
1900;9120;912018;91536
1901;6860;686027;68385
1902;2526;252667;25878
1903;1720;172007;17653
1904;2510;251067;25326
1905;6620;662017;66075
1906;500;50020;5001
1907;6805;680561;68444
1908;7305;730527;73026
1909;5200;520008;52001
1910;7620;762007;76243
1911;6840;684007;68418
1912;7320;732047;73349
1913;1905;190548;19548
1914;5455;545518;54261
1915;1107;110731;11001
1916;6320;632007;63130
1917;5265;526529;52418
1918;820;82067;8849
1919;7605;760547;76606
1920;1930;193008;19585
1921;5450;545010;54673
1922;564;56477;5642
1923;550;55048;5467
1924;2020;202018;20621
1925;4430;443020;44378
1926;5200;520007;52001
1927;1950;195018;19100
1928;6825;682517;68682
1929;4400;440009;44001
1930;2330;233040;23555
1931;1118;111811;11001
1932;2540;254027;25258
1933;2020;202030;20750
1934;1552;155208;15572
1935;6825;682541;68264
1936;2534;253408;25718
1937;570;57037;5113
1938;9410;941039;94884
1939;5210;521087;52083
1940;2514;251428;25438
1941;1524;152428;15047
1942;2530;253027;25123
1943;2300;230007;23001
1944;1905;190530;19548
1945;4100;410009;41001
1946;1780;178007;17442
1947;2750;275037;27077
1948;2508;250820;25807
1949;6800;680003;68001
1950;2532;253258;25662
1951;1350;135040;13670
1952;1532;153217;15511
1953;528;52837;5858
1954;500;50031;5001
1955;6330;633007;63470
1956;8560;856050;85279
1957;1544;154460;15664
1958;7620;762010;76041
1959;1508;150887;15774
1960;500;50048;5001
1961;1340;134048;13810
1962;1502;150260;15814
1963;2050;205037;20310
1964;1120;112041;11001
1965;500;50018;5001
1966;9910;991047;99773
1967;520;52068;5107
1968;5260;526047;52678
1969;1925;192539;19355
1970;2335;233537;23068
1971;1345;134548;13473
1972;1540;154087;15476
1973;1920;192049;19137
1974;5255;525528;52838
1975;5050;505048;50370
1976;5210;521067;52203
1977;4180;418069;41668
1978;1710;171001;17486
1979;5480;548058;54250
1980;1512;151260;15522
1981;1504;150447;15516
1982;574;57460;5004
1983;1930;193007;19585
1984;2534;253468;25148
1985;2532;253237;25867
1986;9410;941037;94884
1987;2750;275050;27250
1988;2520;252020;25649
1989;6840;684031;68679
1990;2538;253807;25394
1991;6835;683558;68755
1992;550;55040;5467
1993;1524;152401;15518
1994;6850;685001;68101
1995;6825;682528;68502
1996;7635;763558;76563
1997;8550;855058;85300
1998;2020;202010;20621
1999;1528;152807;15667
2000;8800;880008;88001
2001;830;83040;8634
2002;1550;155067;15507
2003;564;56468;5101
2004;5440;544057;54743
2005;5200;520038;52001
2006;7330;733040;73624
2007;2040;204028;20787
2008;568;56840;5125
2009;7355;735588;73616
2010;5280;528067;52079
2011;7620;762022;76147
2012;5010;501047;50245
2013;2506;250617;25317
2014;9410;941010;94886
2015;4170;417070;41006
2016;518;51818;5038
2017;2524;252408;25488
2018;5215;521520;52399
2019;5250;525039;52612
2020;6845;684511;68077
2021;4170;417078;41006
2022;524;52458;5120
2023;1532;153267;15804
2024;5410;541070;54172
2025;8610;861068;86760
2026;1335;133538;13667
2027;6815;681548;68147
2028;6825;682551;68167
2029;1542;154267;15469
2030;9430;943059;94888
2031;6840;684011;68370
2032;6825;682531;68217
2033;6630;663007;66687
2034;6830;683071;68211
2035;2532;253240;25168
2036;5215;521547;52687
2037;4770;477008;47745
2038;4150;415020;41483
2039;1935;193557;19622
2040;840;84008;8560
2041;6830;683007;68176
2042;1850;185077;18785
2043;6865;686568;68235
2044;500;50047;5001
2045;1117;111711;11001
2046;1104;110411;11001
2047;2512;251210;25322
2048;800;80012;8001
2049;1345;134547;13473
2050;5465;546537;54398
2051;1320;132059;13244
2052;6860;686049;68190
2053;8510;851078;85225
2054;1935;193577;19256
2055;1720;172009;17653
2056;1115;111511;11001
2057;5205;520557;52019
2058;6870;687008;68655
2059;1542;154207;15051
2060;1546;154609;15632
2061;5260;526040;52678
2062;9700;970007;97001
2063;500;50044;5001
2064;6825;682508;68464
2065;1860;186059;18205
2066;2502;250227;25769
2067;2518;251817;25845
2068;6820;682048;68229
2069;1504;150461;15238
2070;8510;851057;85400
2071;8520;852019;85125
2072;5040;504021;50287
2073;4440;444018;44279
2074;1514;151420;15223
2075;4460;446017;44090
2076;2780;278018;27006
2077;7625;762537;76736
2078;524;52437;5250
2079;4120;412008;41524
2080;2310;231020;23417
2081;7305;730528;73026
2082;520;52067;5107
2083;1730;173047;17444
2084;5010;501027;50226
2085;2010;201018;20238
2086;9440;944019;94343
2087;6855;685531;68673
2088;1506;150601;15276
2089;7000;700007;70001
2090;1305;130501;13673
2091;7010;701078;70473
2092;5030;503029;50325
2093;2710;271050;27073
2094;500;50022;5001
2095;524;52418;5154
2096;1335;133530;13667
2097;2522;252218;25290
2098;5230;523060;52352
2099;7630;763029;76834
2100;2510;251058;25736
2101;7610;761037;76616
2102;1330;133020;13440
2103;1730;173067;17541
2104;5210;521040;52693
2105;4130;413028;41132
2106;500;50014;5001
2107;1504;150468;15238
2108;2030;203001;20045
2109;2040;204068;20383
2110;2508;250848;25426
2111;1546;154660;15131
2112;5270;527001;52540
2113;6855;685547;68327
2114;5460;546038;54128
2115;500;50030;5001
2116;1325;132540;13780
2117;2050;205050;20770
2118;5265;526528;52418
2119;2325;232559;23660
2120;5230;523008;52885
2121;2700;270007;27001
2122;7610;761008;76100
2123;1330;133047;13300
2124;1325;132548;13780
2125;534;53417;5893
2126;6300;630003;63001
2127;5235;523548;52573
2128;8510;851010;85136
2129;1101;110121;11001
2130;1860;186057;18205
2131;6855;685568;68861
2132;6815;681509;68162
2133;7605;760550;76869
2134;2538;253808;25394
2135;9910;991038;99773
2136;1910;191060;19845
2137;2540;254030;25871
2138;5460;546030;54128
2139;7350;735001;73483
2140;5240;524037;52560
2141;5030;503041;50450
2142;5420;542010;54347
2143;1305;130540;13647
2144;9530;953009;95015
2145;7635;763537;76520
2146;2730;273050;27491
2147;6875;687579;68406
2148;514;51468;5411
2149;1315;131548;13140
2150;1300;130001;13001
2151;7600;760030;76001
2152;7305;730501;73547
2153;2506;250618;25317
2154;550;55017;5376
2155;534;53418;5893
2156;8560;856058;85279
2157;1940;194088;19022
2158;2500;250017;25214
2159;7645;764517;76109
2160;6310;631020;63690
2161;5420;542018;54347
2162;5210;521007;52685
2163;2730;273078;27660
2164;1920;192078;19743
2165;7070;707017;70713
2166;1300;130007;13001
2167;5220;522060;52260
2168;1548;154840;15109
2169;7040;704057;70400
2170;6830;683048;68770
2171;1770;177020;17877
2172;4750;475019;47058
2173;1945;194509;19693
2174;6620;662010;66075
2175;6820;682008;68669
2176;1520;152027;15296
2177;1546;154608;15632
2178;6620;662007;66400
2179;5255;525557;52720
2180;2010;201020;20060
2181;5285;528508;52835
2182;2528;252840;25815
2183;5200;520009;52001
2184;4460;446001;44090
2185;6820;682038;68468
2186;6640;664040;66088
2187;9130;913010;91263
2188;4100;410005;41001
2189;850;85068;8421
2190;534;53460;5425
2191;5220;522080;52254
2192;510;51052;5088
2193;5455;545517;54261
2194;568;56867;5093
2195;1536;153660;15646
2196;7630;763048;76111
2197;5285;528507;52835
2198;5460;546037;54128
2199;1350;135060;13160
2200;7635;763501;76318
2201;1548;154828;15442
2202;2300;230018;23001
2203;2340;234001;23466
2204;5070;507041;50150
2205;1350;135067;13160
2206;5210;521020;52378
2207;2710;271018;27245
2208;1550;155028;15580
2209;1730;173007;17446
2210;1536;153647;15861
2211;7320;732060;73055
2212;4430;443008;44035
2213;1108;110811;11001
2214;7010;701070;70473
2215;1325;132518;13430
2216;6875;687571;68406
2217;5445;544558;54051
2218;7000;700002;70001
2219;6300;630008;63001
2220;4100;410008;41001
2221;5440;544030;54174
2222;2520;252007;25053
2223;2508;250840;25426
2224;2780;278050;27615
2225;5480;548010;54810
2226;520;52037;5887
2227;1955;195508;19532
2228;5430;543050;54518
2229;4400;440017;44001
2230;6815;681541;68147
2231;850;85008;8638
2232;520;52077;5361
2233;4750;475028;47460
2234;1940;194029;19397
2235;1955;195567;19050
2236;1516;151601;15183
2237;2740;274038;27450
2238;5400;540013;54001
2239;2010;201017;20238
2240;1750;175030;17380
2241;7630;763047;76111
2242;2325;232540;23660
2243;1548;154807;15531
2244;500;50001;5001
2245;4760;476057;47960
2246;9900;990008;99001
2247;7350;735027;73217
2248;7040;704017;70124
2249;2530;253010;25898
2250;5225;522547;52207
2251;1504;150440;15516
2252;5460;546050;54385
2253;1850;185037;18460
2254;1534;153487;15764
2255;5455;545550;54109
2256;500;50025;5001
2257;1800;180001;18001
2258;1340;134008;13549
2259;1850;185057;18860
2260;1520;152087;15114
2261;800;80020;8001
2262;1544;154428;15185
2263;8120;812010;81220
2264;9500;950007;95001
2265;6865;686538;68689
2266;6840;684039;68679
2267;2020;202038;20750
2268;560;56047;5145
2269;9950;995008;99624
2270;530;53040;5690
2271;5430;543018;54099
2272;1940;194087;19022
2273;6840;684001;68418
2274;1546;154677;15106
2275;2510;251030;25486
2276;8560;856018;85010
2277;6825;682511;68682
2278;5410;541018;54405
2279;2330;233007;23570
2280;1105;110531;11001
2281;5455;545510;54261
2282;568;56810;5475
2283;7050;705030;70215
2284;560;56010;5368
2285;5430;543057;54518
2286;518;51817;5038
2287;520;52047;5647
2288;564;56420;5861
2289;2320;232007;23464
2290;7300;730010;73001
2291;518;51810;5038
2292;1536;153630;15835
2293;524;52468;5790
2294;6810;681001;68276
2295;1320;132001;13248
2296;5460;546010;54871
2297;4700;470008;47001
2298;524;52427;5495
2299;2040;204060;20383
2300;2700;270002;27001
2301;810;81020;8832
2302;8160;816017;81065
2303;7340;734027;73352
2304;6830;683041;68770
2305;1536;153648;15861
2306;9140;914057;91405
2307;7615;761537;76863
2308;5450;545017;54673
2309;500;50017;5001
2310;2510;251048;25772
2311;1528;152820;15690
2312;2315;231528;23672
2313;528;52818;5736
2314;2325;232528;23189
2315;2030;203007;20045
2316;518;51820;5315
2317;1810;181039;18256
2318;2000;200003;20001
2319;2520;252028;25649
2320;7320;732007;73270
2321;9520;952007;95200
2322;7315;731560;73283
2323;1810;181050;18410
2324;2350;235007;23574
2325;2315;231508;23675
2326;7030;703077;70265
2327;8610;861001;86755
2328;9720;972008;97511
2329;1935;193597;19256
2330;6640;664048;66088
2331;1110;111051;11001
2332;2532;253220;25095
2333;7340;734048;73226
2334;4120;412067;41357
2335;8540;854038;85410
2336;2760;276057;27495
2337;5265;526501;52385
2338;1850;185030;18460
2339;5240;524067;52356
2340;578;57847;5045
2341;6620;662001;66400
2342;528;52820;5604
2343;5225;522540;52207
2344;6820;682037;68468
2345;2536;253658;25862
2346;1310;131017;13838
2347;5060;506021;50270
2348;1546;154617;15632
2349;7630;763042;76111
2350;1530;153030;15761
2351;1910;191087;19300
2352;2310;231001;23500
2353;9700;970001;97001
2354;7320;732068;73055
2355;2522;252208;25535
2356;1860;186070;18610
2357;570;57038;5113
2358;7335;733510;73275
2359;1528;152840;15425
2360;7605;760529;76233
2361;2010;201001;20570
2362;1538;153807;15600
2363;2305;230538;23686
2364;800;80002;8001
2365;4140;414067;41548
2366;5030;503001;50577
2367;8160;816019;81065
2368;5240;524008;52215
2369;2514;251420;25438
2370;1900;190003;19001
2371;500;50011;5001
2372;1310;131007;13836
2373;520;52038;5887
2374;7305;730507;73547
2375;1536;153607;15367
2376;6610;661028;66682
2377;9420;942018;94883
2378;2502;250210;25260
2379;544;54450;5697
2380;8530;853018;85430
2381;7610;761001;76100
2382;1522;152257;15272
2383;5450;545030;54680
2384;5270;527038;52256
2385;6875;687508;68255
2386;1830;183019;18150
2387;558;55818;5240
2388;2350;235047;23090
2389;7625;762540;76122
2390;1820;182058;18592
2391;800;80015;8001
2392;4450;445047;44420
2393;7355;735517;73504
2394;1760;176040;17524
2395;554;55410;5360
2396;540;54040;5615
2397;1512;151220;15317
2398;6830;683001;68176
2399;1512;151280;15244
2400;6310;631001;63190
2401;1925;192531;19355
2402;2512;251218;25322
2403;5285;528539;52835
2404;570;57060;5138
2405;4720;472008;47053
2406;4410;441047;44847
2407;2330;233027;23079
2408;1542;154227;15293
2409;1810;181057;18410
2410;5470;547030;54800
2411;510;51057;5088
2412;574;57410;5172
2413;7630;763028;76834
2414;7030;703050;70429
2415;6810;681004;68276
2416;2320;232038;23670
2417;5460;546017;54871
2418;1850;185070;18785
2419;6815;681511;68207
2420;1516;151609;15183
