noid;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio;codigo_departamento
3038;CL 13;LIMITE URBANO;KR 2A;KR 18A;Urbano;7 de Agosto- 7 de Agosto I- Centro- Divino Niño- El Carmen- El Paraíso- La Cruz- La Esperanza- La Paz- San Francisco- San José- San Martín- San Rafael- Santa Lucía- Santo Tomás;Sin Informacion de Veredas;70110;70
1064;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;17042;17
3460;MUNICIPIO PAZ DE ARIPORO;MUNICIPIO NUNCHÍA;VÍA YOPAL-PAZ DE ARIPORO;MUNICIPIO TÁMARA;Rural;Cogollo;Sin Informacion de Veredas;85263;85
85;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5150;5
2009;MPIO. SUAZA Y TIMANA;VÍA PITALITO-ACEVEDO-SUAZA;MUNICIPIO SUAZA;MUNICIPIO PITALITO;Rural;Sin Informacion de Barrios;ALTO BUENAVISTA- BAJOCANTO-  BATEAS-  BOMBONA-  BOMBONA-  CANTARITO-  CARBONAL-  CRISTO REY-  EL CARMEN-  EL CERRITO-  EL MACAL-  EL PALACIO-  ENCANTO-  HIGUERON-  LA PALMA-  LA VICTORIA-  LAS BRISAS-  LAS MERCEDES-  MESA ALTA-  MESON-  OLIVOS-  SAN ISIDR;41006;41
3377;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Alfonso Lopez- Altos de Ginebra- Bolívar- Centro- Cornelio Reyes- El Alcázar- El Jordán- El Molino- El Prado- El Refugio- La Mansión- Municipal- Prados del Norte- Promesa- Sagi- San José- San Juan Bosco- San Pedro;Sin Informacion de Veredas;76306;76
931;MUNICIPIO MONIQUIRA;MUNICIPIO SUTAMARCHAN;MUNICIPIO GACHANTIVA;MPIO. PTE. NACIONAL Y SABOYA;Rural;Sin Informacion de Barrios;Barbilla Y Mane- Cabecera Municipal-  Guatoque;15696;15
2207;MPIO. SAN JUANITO Y MEDINA;MUNICIPIO VILLAVICENCIO;MPIO. CUMARAL Y RÍO CANEY;MPIO. EL CALVARIO Y VILLAVICENCIO;Rural;Sin Informacion de Barrios;LOS MEDIOS DE HUMEA;50606;50
639;LIMITE URBANO;LIMITE URBANO;KR 1;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13030;13
3268;AK GUADALUPE;KR 80- 81  Y  CL 9;CL  25;CL  5;Urbano;Bosques del Limonar- Cañaveralejo - Seguros Patria- Camino Real - Juaquin Borrero S- Ciudad Capri- Ciudadela Pasoancho- El Gran Limonar- El Gran Limonar - Cataya- El Limonar- La Hacienda- Las Quintas de Don Simón- Los Portales-Nuevo Rey- Mayapan - Las Veg;Sin Informacion de Veredas;76001;76
1411;MUNICIPIO COTORRA;MUNICIPIO CERETÉ;CAÑO BUGRE;RÍO SINÚ;Rural;Sin Informacion de Barrios;Puerto Nuevo- San Isidro-  Varital;23686;23
1846;MUNICIPIO TADÓ;MUNICIPIO CONDOTO;MUNICIPIO CONDOTO;MPIO. ISTMINA Y CONDOTO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27580;27
2660;VÍA CIRCASIA-EL TRIUNFO-Q/DA. EL ROBLE;MUNICIPIO ARMENIA;MUNICIPIO SALENTO;MPIO. MONTENEGRO Y QUIMBAYA;Rural;Sin Informacion de Barrios;Buenavista- La Cristalina-  La Siria-  LLamadas-  Naranjal Alto-  Piamonte;63190;63
1389;QUEBRADA EL BEJUCO;MUNICIPIO SAN ALBERTO;VÍA SAN ALBERTO-AGUACHICA;MPIO. RIONEGRO Y PTO. WILCHES;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20770;20
2174;VÍA FUNDACIÓN-GARRAPATA-LAS PIEDRAS;M. SABANAS DE SAN ANGEL;MPIO. FUNDACIÓN Y ALGARROBO;MPIO. EL PIÑÓN Y CHIBOLO;Rural;Sin Informacion de Barrios;Chino Blas- Garrapata-  Paraíso-  Piñuela-  Placita-  Salaminita;47551;47
263;CL 87B S Y 83C S;CL 107-M. CALD.-V. LA CULEBRA-LA RAYA-SAG. FAM;V. LA TABLACITA  Y  M. SABANETA;VEREDA  PUEBLO VIEJO;Rural;Sin Informacion de Barrios;Cabecera Municipal- Cabecera Municipal-  Juan XXIII-  La Tablacita-  Pan de Azúcar-  Peñas Blancas-  Sagrada Familia-  San Isidro-  San José;5380;5
2688;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;CL 17-AK FE-C10 BIS;Urbano;20 de Julio- Acueducto- Alfonso Lopez- Altos de Canaán- Antonio Nariño- Arboleda del Río- Bella Vista- Berlín- Brisas del Otún- Caminos de Canaan- Canaan Conjunto Residencial- Castaño Robledo- Chicó Restrepo- Comfamiliar- Conjunto Residencial Curacavi- Co;El Rocío;66001;66
773;CL 8;LIMITE URBANO;LIMITE URBANO;A FINCAS;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15755;15
275;MUNCIPIO ARMENIA;MUNICIPIO AMAGA;MUNICIPIO ANGELOPOLIS;QUEBRADA EL GUAMO;Rural;Sin Informacion de Barrios;Cerro Tusa- Pueblito de Los Bolívares-  Pueblo de San José;5809;5
2628;MUNICIPIO RIO DE ORO;MUNICIPIO SAN MARTIN;L. U. - Q. EL BAGRE Y M. ABREGO;M. RIO DE ORO Y SAN MARTIN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;54498;54
1795;CL 2;CL 12;TV 1;KR 11;Urbano;Centro- Danubio- El Alto- El Boqueron- El Rhin- Galerías- Kennedy- La Bomba- La Cabaña- La Puerta- La Quinta- Las Puentes- María Auxiliadora- Matadero Viejo- Palma Rela- San Javier- Santa Bárbara- Tres Estrellas;Sin Informacion de Veredas;25394;25
888;CL 13;CL 1;KR 1 E;KR 6;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15367;15
3546;MUNICIPIO TARAPACA;RIO PURETÉ Y Q- AGUA BLANCA;LIMITE BRASIL;MUNICIPIO  PUERTO NARIÑO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91001;91
1391;CL 14 N;CL 7 A;KR 1A;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;20710;20
2767;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68705;68
1716;M. BELTRAN Y SAN J. DE RÍO SECO;MUNICIPIO JERUSALÉN;MUNICIPIO QUIPILE;MUNICIPIO BELTRÁN;Rural;Sin Informacion de Barrios;BETANIA- BUENAVISTA-  CENTRO-  LA HAMACA-  LA LIBERTAD-  LA VICTORIA-  LOMA LARGA-  LOMA TENDIDA-  MANANTIAL-  PITUÑA;25580;25
2051;VÍA NAZARETH-BUENAVISTA;VÍA SIAPANA-TAGUAIRA;VÍA SIAPANA-NAZARETH;AY. ITAÑA Y KAUROKIMANA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44847;44
375;RIO CAREPA  Y  LIMITE URBANO;;;;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5147;5
1506;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;6 de Enero- Alfonso Lopez- El Centro- El Paraíso- El Rosario- Iván Rosales- Jaraguay- La Cruz- Nazareth- Ospina Pérez- Puerto Rico- San José- San Marcos- San Nicolás- Villa Serafina;Sin Informacion de Veredas;23855;23
633;MUNICIPIO GUAMAL;RÍO PERMANENTE;M. GUAMAL Y EL BANCO;MPIO. SAN FERNANDO;Rural;Sin Informacion de Barrios;Pampan;13440;13
624;CL 1;LIMITE URBANO;KR 9;KR 19;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13188;13
2361;MUNICIPIO LOS ANDES;RÍO (PERMANEN.) Y RELIEVE M.;EL TAMBO Y EL PEÑOL;M. SAMANI.- LA LLANADA Y LOS ANDES;Rural;Sin Informacion de Barrios;Alto Aranda- Cabecera Municipal-  Encillada-  Hugueronal-  La Cocha-  Laguna del Pueblo-  Laguna Guaitara-  Machado-  Monte Claro-  San Jose de Poroto-  Tabiles-  Tambillo de Acosta-  Tambillos de Bravos-  Vendeahuja;52411;52
3052;MUNICIPIO SUCRE;MUNICIPIO GUARANDÁ;MUNICIPIO ACHI;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;70429;70
600;MPIO. PEDRAZA Y CALAMAR;M. SAN JUAN NEPOMUCENO;MPIO. ZAPAYAN Y TENERIFE;M. SAN JUAN NEPOMUCENO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13248;13
617;M. SANTA BARBARA DE PINTO;LIMITE URBANO;M. TALAIGUA N. Y CICUCO;VIA MAGANGUE-TACAMOCHA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13430;13
3542;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;88564;88
3303;MUNICIPIO BOLÍVAR;MUNICIPIO RIOFRÍO;VÍA RIOFRÍO - NARANJAL;M. EL LITORAL DEL SAN JUAN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76828;76
292;RÍO CAUDALOSO;MUNICIPIO MISTRADO;MUNICIPIO JARDIN;MUNICIPIO MISTRADO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5034;5
2277;M. CASTILLA LA NVA. Y SAN C. DE GUAROA;CAÑO CAMOA;CAÑO CAMOA;MUNICIPIO CUBARRAL;Rural;Sin Informacion de Barrios;Arenales- Bajo Camoa-  El Toro-  El Turuy-  Gualas-  Humadea-  La Libertad-  La Pascualera-  Merey-  San Antonio-  Santa Helena;50689;50
2985;LIMITE URBANO;CL  52;KR 34;RIO MAGDALENA;Urbano;20 de Enero- Ciudad Bolívar- Coviba- El Parnaso- El Rosario- Galán Gómez- La Floresta- La Libertad- Las Camelias- Olaya Herrera- Pueblo Nuevo- Santa Isabel- Torcoroma- Villa Olímpica;Sin Informacion de Veredas;68081;68
1055;LIMITE URBANO;KR 2;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;17088;17
1282;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;19533;19
1565;MUNICIPIO BUENAVISTA;VIA UBATÉ-BOCAMONTE;MPIO. SUSA Y UBATÉ;MPIO. COPER Y SAN CAYETANO;Rural;Sin Informacion de Barrios;EL SALITRE- NAZARETH-  SANTA DORA;25154;25
1710;CL 24;CL 1;KR 1;KR 10;Urbano;Sin Informacion de Barrios;SALCEDO- SOCOTA;25599;25
2176;CL  20 Y 17;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;18 de Enero- Alborada- Córdoba- Carmen- Carreño- Concepción- Divino Niño- Elisa Celedón- Maracaibo- Montecristo- Nelson Pérez- Obrero- Paraíso- Puerto Nuevo- San Juan- Santa Inés- Zona de Expansión Sur-Oriental;Sin Informacion de Veredas;47189;47
563;VIA STA. CATALINA-ARROYO GRANDE;MUNICIPIO CLEMENCIA;MPIO. LURUACO Y REPELÓN;M. CARTAGENA Y CLEMENCIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13673;13
3361;CL  25 Y 19;KR 21 Y LIMITE URBANO;RIO TULUÁ;LIMITE URBANO;Urbano;350 Años- Asogrin- Bolívar- Buenos Aires- Centro- Comuneros Corazón del Valle- Conjunto Residencial Luisitania- Doce de Octubre- El Descanso- El Pinar- Escobar- La Bastilla- La Ceiba- La Esperanza- La Herradura- La Merced- Las Acacias- Las Delicias- Las N;Sin Informacion de Veredas;76834;76
689;M. COMBITA;DG 38 Y AK ORIENTAL;LIMITE URBANO;LIMITE URBANO;Urbano;A.S.D- Alcalá Real- Altos de Alejandría- Altos de Canapro- Altos de San Diego- Arboleda- Asís Boyacense- Atarazana- Balcones de Terranova- Balcones del Norte- Bavaria- Buena Vista- Caminitos de Oicata- Canapro- Capitolio- Centro Norte- Colegio Emiliani- C;Sin Informacion de Veredas;15001;15
2726;MUNICIPIO RIOSUCIO;MPIO. BELÉN DE UMBRIA;RÍO FRÍO- DE ORO Y (PERMANENTE);MUNICIPIO MISTRATÓ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;66318;66
3383;LIMITE URBANO;CL  31;KR  28;LIMITE URBANO;Urbano;Alfonso Lopez- Berlín- Ciudadela Confaunión- Colombia- Concordia- Cooperativa de Trabajadores De Manuelita- Coronado- El Prado- Emilia- Estonia- Fray Luis Amigo- Industrial- Jorge Eliecer Gaitán- La Benedicta- Las Acacias- Llano Grande- Loreto- Mirriñao-;Sin Informacion de Veredas;76520;76
2291;CL  22A;CL 18A E;LIMITE URBANO;AK CHILE;Urbano;Alejandría- Arnulfo Guerrero- Baviera- Belisario Betancourt- Bernal- Betania- Caicedonia- Casaloma- El Rincón- El Tejar- Guamez- La Esmeralda- La Paz- Las Brisas- Las Lajas- Las Mercedes- Laureano Gómez- Los Eliseos- Los Pinos- Mercedario- Piedecuesta- Pu;Sin Informacion de Veredas;52001;52
1386;VÍA AGUACHI.-OCAÑA Y Q/DA. PERALONSO;MUNICIPIO SAN MARTÍN;MUNICIPIO OCAÑA;MUNICIPIO AGUACHICA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20614;20
274;KR 19;KR 24;LIMITE URBANO;CL 24;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5809;5
1690;M. AGUA DE D.- TOCAIMA Y VIOTÁ;RÍO PAGÜEY;MUNICIPIO TIBACUY;MUNICIPIO RICAURTE;Rural;Sin Informacion de Barrios;LIMONES- PRADITO;25488;25
945;M. GÛEPSA Y SAN BENITO;M. MONIQUIRA Y TOGÛI;M. CHITARAQUE Y SANTANA;MUNICIPIO BARBOSA;Rural;Sin Informacion de Barrios;Funcial- San Martín-  San Pedro-  Santa Barbara-  Suarez Ulloa;15664;15
923;MUNICIPIO SORA;M. SORA Y TUNJA;MUNICIPIO TUNJA;MUNICIPIO SAMACA;Rural;Sin Informacion de Barrios;Baron Germania- Cabecera Municipal-  Caitoque-  Centro-  Chipacata-  Cuesta En Medio-  El Llano-  Escalones-  La Esperanza-  La Hoya-  Lluviosos-  Piedra Gorda-  Pijaos-  Quebrada Llano de Sora-  Tras del ALto;15224;15
1020;MUNICIPIO PACORA;MPIO. FILADELFIA Y ARANZAZU;MUNICIPIO SALAMINA;MPIO. MARMATO Y SUPIA;Rural;Sin Informacion de Barrios;Camacho- Camacho-  El Porvenir-  El Porvenir-  Guascal-  Guascal;17388;17
409;KR 18;KR 4;CL 9;CL 16;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;8549;8
1822;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- El Roble;27245;27
3277;LIMITE URBANO;R. CALI- CL 8 O Y KR 1 O;CL 18 N  Y  CL  20 N;LIMITE URBANO;Urbano;Aguacatal- Arboledas- Centenario- Granada- Juanambu- Normandía- Santa Rita- Santa Teresita- Sector Altos de Normandía - Bataclan- Sector Bosque Municipal- Sector Patio Bonito- Terron Colorado- Vista Hermosa;Sin Informacion de Veredas;76001;76
2644;QUEBRADA TRINIDAD;MPIO. AGUACHICA Y OCAÑA;MPIO. CONVENCIÓN Y GONZALEZ;MUNICIPIO LA GLORIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;54245;54
1909;CL  23;CL  8;KR  49;KR  16;Urbano;Alto Llano- Baja Independencia- Brisas De Avichente- Casa De Campo- Casa Loma- Conjunto Villa Milena- El Faro Veinte De Julio- El Jardín- El Jordán- El Vergel- Ipanema (E/C)- Kennedy- La Colina- La Floresta- La Libertad- La Orquídea- Las Brisas- Loma De L;Sin Informacion de Veredas;41001;41
1459;VÍA EL CERRITO-LA LATA;MUNICIPIO MONTERIA;VÍA SAN CARLOS-EL CHARCO;MUNICIPIO MONTERIA;Rural;Sin Informacion de Barrios;Betulia- Bijagual-  El Cerrito-  Km. 28-  Las Lomas-  Patio Bonito;23678;23
629;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13650;13
101;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Cañaduzales-  El Barro-  Montaña Adentro;5647;5
217;MUNICIPIO SONSON;MUNICIPIO NARIÑO;CUCHILLA EL TIGRE;M. SONSON Y NARIÑO;Rural;Sin Informacion de Barrios;Arenillal- Argelia-  Balsora-  Buenavista-  Buenos Aires-  Camberry-  Caunzal-  Claras-  El Bosque-  El Bujio-  El Cabuyo-  El Diamante-  El Dragal-  El Fresnito-  El Guadual-  El Llano-  El Oro-  El Peru-  El Pital-  El Plan-  El Recreo-  El Roble-  El R;5055;5
3113;MUNICIPIO SANTA ISABEL;MUNICIPIO IBAGUÉ;VÍA PALOMAR-LA UNIÓN;MUNICIPIO IBAGUÉ;Rural;Sin Informacion de Barrios;El Retiro- La Plata el Orillante;73043;73
2022;MUNICIPIO PURACÉ;VÍA EL S. DE BORDONES-ISNOS;MPIO. SALADOBLANCO;VÍA ISNOS-PURACÉ;Rural;Sin Informacion de Barrios;A. BRISAS- AGRADO-  ALTO MEDIANIAS-  ALTO PLANES-  B. BRISAS-  BAJO PLANES-  BUENOS AIRES-  BUENOS AIRES-  DELICIAS-  HORNITOS-  JARDIN-  JARRAS-  JERUSALEN-  MARMOL-  MURALLAS-  NATURAL DEL PURACE-  PALOQUEMAO-  PROGRESO-  RIVERA-  S. DE BORDONES-  SAN V;41359;41
24;RELIEVE MONTAÑOSO (ALTAVISTA);MUNICPIO ITAGUI;LIMITE URBANO;CAMINO ITAGUI - ALTAVISTA;Rural;Sin Informacion de Barrios;Aguas Frías;5001;5
208;M. MARINILLA Y PEÑOL;MUNICIPIO COCORNA;MUNICIPIO GRANADA;M. EL CARMEN DE VIBORAL;Rural;Sin Informacion de Barrios;Aldana- Buenavista-  Cabecera Municipal-  El Carmelo-  El Retiro-  El Salto-  El Señor Caído-  La Aurora-  La Chapa-  La Floresta-  La Teneria-  Las Lajas-  Lourdes-  Pantanillo-  Portachuelo-  Potreritos-  Saladito-  Viboral;5697;5
2442;LOMA LA ORQUETA Y RELIEVE M.;MUNICIPIO SAPUYES;RÍO (PERMA.)- Q. EL SALADO Y M. TUQ.;MUNICIPIO MALLAMA;Rural;Sin Informacion de Barrios;La Cienaga- Potrerillos Azufral;52699;52
1031;MPIO. NARIÑO Y SONSÓN;MUNICIPIO MARULANDA;VÍA PENSIL.-PTO. VENUS Y Q. EL SALADO;MUNICIPIO SALAMINA;Rural;Sin Informacion de Barrios;La torre- Las Marias-  Riodulce;17541;17
1682;CL 7;CL 1;KR 0;KR 5;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25805;25
3137;M. MARULANDA Y MANZANARES;RÍO AGUACATAL;MUNICIPIO FRESNO;MUNICIPIO MARULANDA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;73347;73
2269;CL 28;CL 6;KR 4;LIMITE URBANO;Urbano;Acacias- Asociación de Amigos- Atahualpa- Bachué- Bella Suiza- Bosco- Brisas- Brisas del Playón- Carolina- Centro- Ciudad Jardín- Comcaja- Concha Acústica- Condominio Los Naranjos- Cooperativo- Dorado Alto- Dorado Bajo- El Bambú- El Bosque- El Retorno- Es;Diamante- La Palma-  Las Blancas-  Sardinata;50006;50
25;RELIEVE MON. AL NORTRE DE AGUAS F.;RELIEVE MONTAÑOSO (ALTAVISTA);LÍMITE URBANO;VÍA ITAGÜI-CERRO DE EBEJICO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5001;5
1742;M. SASAIMA-LA VEGA-SAN FCO.;VIA ALBAN-FACA.-EL ROSAL;MUNICIPIO EL ROSAL;MUNICIPIO ALBAN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;25269;25
3478;A GUAMACO;KR 4;CL 22;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Alto Cauca- Buena Vista-  Cabecera Municipal-  La Miranda;85410;85
2926;MUNICIPIO SUCRE;MUNICIPIO FLORIÁN Y ALBANIA;M. GUAVATÁ Y PUENTE NACIONAL;MUNICIPIO LA BELLEZA;Rural;Sin Informacion de Barrios;Alto Grande;68368;68
3427;MUNICIPIO SARAVENA;MUNICIPIO TAME;VÍA FORTUL - TAME;MUNICIPIO GUICAN;Rural;Sin Informacion de Barrios;Buena Vista- Califas-  Campo Hermoso-  Caño Citaga-  Caño Esmeralda-  Caño Seco-  Pato de Agua-  Resguardo Indigena;81300;81
1687;KR 17;KR 11;CL 15;CL 7;Urbano;El Carmelo- El Centro- El Progreso- El Triunfo- Maracaibo- Venecia- Zona de Riesgo;EL RAMAL- LA VEINTIDOS-  SAN JOSE BAJO;25312;25
2700;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Casco Urbano- El Lembo-  Guacas-  Guamal-  La Hermosa-  La Leona-  La María-  La Paloma-  Monserrate-  San José La María-  Santo Domingo;66682;66
2168;CL 1;CL 22A;KR 9;KR 3;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;47605;47
3280;LIMITE URBANO;KR  9A Y 12B;LIMITE URBANO;LIMITE URBANO;Urbano;Belalcázar- Bellavista- Bolívar- Ciudadela Portales de Comfandi- Dionisio Hernán Calderón- Floral- Fray Peña- Jorge Eliecer Gaitán- La Ceiba- Las Vegas- Lleras- Madrigal- Municipal- Nuevo Horizonte- Pasoancho- Pedregal- Portales de Yummbo- San Fernando- T;Sin Informacion de Veredas;76892;76
2338;MUNICIPIO MERCADERES;VÍA LA UNÓN -EL CARMEN;VÍA LA UNIÓN-MERCADERES;MUNICIPIO SAN LORENZO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52399;52
3362;LIMITE URBANO;CL 25 Y 19;RIO TULUÁ;LIMITE URBANO;Urbano;7 de Agosto- Alameda- Alameda II- Bosques de Maracaibo- Chiminangos- Comfamiliar- Departamental- Diablos Rojos I- Diablos Rojos II- El Bosquecito- El Jardín- El Limonar- El Palmar- El Refugio- Farfán- Flor de La Campana- Guayacanes- Horizonte- Internacion;Sin Informacion de Veredas;76834;76
1223;MUNICIPIO IQUIRA;Q/DA. EL SALADO Y BARBACOAS;MPIO. IQUIRA Y NATAGA;RÍO SIMBOLA Y (PERMANENTE);Rural;Sin Informacion de Barrios;ALPES- Araujo-  COPA LOS ANDES-  Delicias-  El Aguila-  EL ALTOCARMELO-  El Campin-  El Canelo-  El Ciprés-  El Colorado-  EL CONDOR-  El Coquito-  El JArdin-  EL PATO-  El Ramo-  El Salado-  EL TENIENTE-  Encanto-  La Ceja-  La Hondura-  La Mesa-  LA MES;19517;19
1049;LIMITE URBANO;KR 22;LIMITE  URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;17174;17
974;MUNICIPIO QUÍPAMA;MUNICIPIO YACOPÍ;MUNICIPIO QUIPAMA;MUNICIPIO YACOPÍ;Rural;Sin Informacion de Barrios;ALTO EL BANCO- Buenavista-  BUENAVISTA-  Cabecera Municipal-  Cedros-  Centro-  CERRITOS-  CHAPON-  El Palmar-  El Parque-  Guamón-  LLANADAS-  Noposal-  PAIMO-  Puentón-  RAMAL-  San Luis-  San Martín;15401;15
695;QUEBRADA PASO GRANDE;MUNICIPIO TUNJA;MUNICIPIO OICATA;MUNICIPIO MOTAVITA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15204;15
3237;VÍA ORTEGA-EL LIMÓN;MUNICIPIO ATACO;MPIO. COYAIMA Y ATACO;VÍA CHAPA.-RÍOBLANCO Y M. RÍOBLANCO;Rural;Sin Informacion de Barrios;Altamira- Amoya-  Brisas Carbonal-  Brisas Totumo-  Calarcá Tetuan-  Carbonal-  Copete Delicias-  Copete Monserrate-  El Queso-  Guanabano-  La Begonia-  La Cima-  La Cortés-  La Cristalina-  La Florida-  La Holanda-  La Libertad-  La Lindosa-  La Pradera;73168;73
2938;MUNICIPIO SUCRE;MPIO. OTANCHE Y FLORIÁN;MPIO. SUCRE Y JESUS MARIA;MUNICIPIO BOLIVAR;Rural;Sin Informacion de Barrios;Buenavista Alta- Camilo-  Campo Hermoso-  Cartagena-  Curubita-  El Carmen-  Otro Mundo-  Platanillo-  San Luis-  San Pablal-  Santa Rosa;68377;68
2213;LIMITE URBANO;LIMITE URBANO;CL 1;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;50573;50
1727;MUNICIPIO TOCAIMA;MPIO. RICAURTE Y NILO;M. TOCAIMA Y NILO;MUNICIPIO RICAURTE;Rural;Sin Informacion de Barrios;AGUA FRIA- ALTO DE LA VIGA-  ASOMADERO-  BELEN-  BELLAVISTA-  IBAÑES-  ISNA-  LA BALSITA-  LA ESMERALDA-  LA GLORIA-  LA PUNA-  LAS MERCEDES-  LETICIA-  SALADA-  SAN JERONIMO-  SAN JOSE;25001;25
3670;MUNICIPIO LA PRIMAVERA;VÍA TRES MATAS-CAÑO EL TIGRE;SENDERO;VÍA TRES MATAS-EL JORDÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;99773;99
2314;RÍO APONTE;MPIO. BUESACO Y COLÓN;MUNICIPIO SAN FRANCISCO;MUNICIPIO BUESACO;Rural;Sin Informacion de Barrios;El Palmar- La Esmeralda-  Loma Larga-  Valencia;52258;52
3369;LIMITE URBANO;CL  8;LIMITE URBANO;KR  24;Urbano;Alto Bonito- Bello Horizonte- Divino Niño- El Jardín- Fransisco Rivera E- Jorge Eliecer Gaitán- Juan Mayor- La Concordia- La Revolución- La Ventura- Manuela Sanclemente- María Luisa de La Espada- Palo Blanco- Pedro A Molina- Popular- Ricaurte- San Antonio;Sin Informacion de Veredas;76111;76
3123;MUNICIPIO ARMERO;MUNICIPIO VENADILLO;MUNICIPIO AMBALEMA;MUNICIPIO LÍBANO;Rural;Sin Informacion de Barrios;Alto del Bledo- Alto del Sol-  Ambalema_Tolima-  Bledonia-  Boqueron-  Buenavista-  Cabecera Municipal-  California-  Carabali-  Chorrillo-  Coloya-  Convenio-  Delicias-  El Censo-  El Censo-  El Descanso-  El Mirador-  Iguacito-  Iguasitos-  La ?nsula-;73408;73
3412;VENEZUELA;M. PUERTO RENDON;VENEZUELA;CAÑADA DEL YOPO;Rural;Sin Informacion de Barrios;Baranca Amarilla- Barranca Amarilla-  Caracol-  El Peligro-  El Peligro-  Punto Fijo-  Punto Fijo-  Villa Nueva;81001;81
439;M. PALMAR DE VARELA;CAÑO;MUNICIPIO REMOLINO;MPIO. SABANALARGA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8560;8
3523;MPIO. ORITO Y PTO. ASIS;MPIO. SAN MIGUEL Y PAÍS ECUADOR;MUNICIPIO PUERTO ASIS;VÍA ORITO-SAN MIGUEL;Rural;Sin Informacion de Barrios;Campo Quemado- Comuna II-  El Azul-  Germania-  La Ardilla-  La Cumbre-  La Estación-  La Golondrina-  La Libertad-  Manuela-  Manuela-  Santa María-  Villa Leyva-  Villa Monserrate-  Villa Victoria-  Villa Victoria;86865;86
