noid;zona_postal;codigo_postal;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio
985;1955;195538;MUNICIPIO ARGELIA;VÍA LA PLANADA-PAN DE AZUCAR;RÍO CAPITANES;RÍO TURBIO;Rural;Sin Informacion de Barrios;Andes Altos- Bermeja Alta-  Buena Vista-  Buenos Aires-  Campo Alegre-  Campo Bello-  Caspicaracho-  El Cedro-  El Jardín-  El Pepal-  El Porvenir-  El Tachuelo-  Florida Grande-  Galania-  La Cabaña-  La Cuna-  La Esperanza-  La Floresta-  La Joaquina-;19075
986;1915;191529;MUNICIPIO FLORIDA;MPIO. CORINTO Y PLANADAS;M. RÍOBLANCO Y PLANADAS;MUNICIPIO CORINTO;Rural;Sin Informacion de Barrios;El Topacio;19455
987;5460;546077;MPIO. HACARÍ Y LA PLAYA;RÍO OROQUE- TARRA Y VÍA OCAÑA-CÚCUTA;M. VILLACARO- BUCARASICA Y SARDINATA;MUNICIPIO OCAÑA;Rural;Sin Informacion de Barrios;Alto El Pozo- Buenos Aires-  Ciénaga-  El Arado-  El Espejo-  El Remolino-  El Silencio-  El Soltadero-  Fracción Pávez-  Hoyo Pilón-  La Aguada-  La Arenosa-  La Labranza-  La Sierra-  La Teja-  La Trocha-  La Urama-  Las Indias-  Las Vegas-  Loma de Tar;54003
988;530;53048;MUNICIPIO CISNEROS;MUNICIPIO ALEJANDRIA;MUNICIPIO SAN ROQUE;VÍA STO DOMINGO - CISNEROS Y  RÍO;Rural;Sin Informacion de Barrios;Cabecera Municipal- El Anime-  El Rayo-  El Rosario-Reyes-  El Tambo-  Faldas del Nus-  Guadulejo-  La Quiebra-  La Trinida-  Los Planes-  Moroca-  Reyes-  San Jose-  Santa Gertudris-Peñas;5690
989;9700;970008;CAÑO PIRABOTÓN Y RÍO QUERARY;RÍO VAUPÉS;PAÍS BRASIL;MPIO. PAPUNAUA Y CARURU;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;97001
990;5050;505007;MUNICIPIO LEJANIAS;RÍO PEÑAS;MPIO. SAN J. DE ARAMA;MUNICIPIO URIBE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50330
991;4770;477047;MUNICIPIO REMOLINO;MUNICIPIO EL PIÑÓN;M. REMOLINO- PIVIJAY Y EL PIÑÓN;M. PONEDERA Y CAMPO DE LA CRUZ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47675
992;2514;251407;MPIO. SAN LUIS DE GACENO;MUNICIPIO CUMARAL;M. B/CA DE UPIA Y CABUYARO;MPIO. MEDINA Y UBALA;Rural;Sin Informacion de Barrios;ALTO REDONDO- BRASILIA-  BUENAVISTA-  BUENOS AIRES-  CAÑO CLARO LA LIBERTAD-  CAÑO RICO-  CAÑO TIGRE-  CEDRITOS-  DIAMANTE-  EL CARMEN-  EL ENGAÑO-  EL TIGRE-  LA EUROPA-  MACAPAY ALTO-  PALOMAS CAÑO CLARO-  PALOMAS DE VILLANUEVA-  SAN FERNANDO-  SAN ISID;25530
993;1300;130027;MAR CARIBE;MAR CARIBE;MAR CARIBE;MAR CARIBE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13001
994;6825;682509;RÍO GUARE;MPIO. CHARALA Y COROMORO;MUNICIPIO SAN JOAQUÍN;MPIO. VALLE DE SAN JOSE;Rural;Sin Informacion de Barrios;Cerro Monas- Vega de Plazas;68464
995;1534;153407;M. SORACA Y BOYACA;QUEBRADA UNICA;MUNIPIO CIENEGA;MUICIPIO JENESANO;Rural;Sin Informacion de Barrios;Caicedos- Dulcetes-  Fernandez-  Fragua-  Gachacavita-  Hervideros-  Pabellon-  Palenque-  Pantano Largo-  Pulidos-  Romasal-  Santana-  Santuario-  Soleres;15599
996;500;50004;CL 98- 97A- 96 Y  94A;CL 86- 86A Y 88;KR  45A;R. MED.- KR 55- 53A Y CL 88;Urbano;Aranjuez- Berlin- Bermejal-Los Alamos- La piñuela- Palermo- San Isidro;Sin Informacion de Veredas;5001
997;1518;151820;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15533
998;2522;252248;MUNICIPIO GRANADA;MUNICIPIO FUSAGASUGA;MUNICIPIO SIBATÉ;RÍO SUBIA Y LIM. URBANO;Rural;Sin Informacion de Barrios;AGUA BONITA- AGUADITA-  ALTO CHARCO-  AZAFRANAL-  EL PENDON-  EL PROGRESO-  GUASIMAL-  JALISCO-  LOS ROBLES-  NORUEGA ALTA-  SAN LUIS-  SAN MIGUEL-  SAN RAFAEL-  SAN RAIMUNDO-  SANTA HELENA-  SUBIA CENTRAL-  VICTORIA ALTA;25743
999;518;51868;M. CAROLINA Y GOMEZ P.;MUNICIPIO DON MATIAS;M. SANTO DOMINGO;VÍA STA ROSA DE O. - CAROLINA;Rural;Sin Informacion de Barrios;Aguaditas- Angosturita-  Barrancas-  Cabecera Municipal-  Caruquia-  Chilimaco-  Chilimaco-  Colón-  Dos Quebradas-  El Ahiton-  El Barro-  El Congo-  El Hato-  El Llano-  El Roble-  El Sauce-  El Vergel-  Hoyo Rico-  La Cabaña-  La Cejita-  La Clara-  La;5686
1000;2740;274010;CL 6;LIMITE URBANO;KR 17;KR 2;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27361
1001;7605;760518;MUNICIPIO RESTREPO;MUNICIPIO DAGUA;VÍA RESTREPO-LOMITAS;MUNICIPIO DAGUA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76377
1002;530;53028;MUNICIPIO YALI Y REMEDIOS;M. SAN ROQUE Y MACEO;MUNICIPIO PUERTO BERRIO;VIA YOLOMBO - YALI;Rural;Sin Informacion de Barrios;Bodegas- Cimarrona-  Cuatro Esquina-  El Iris-  El Olivo-  El Palmar-  La Ceiba-  La palmera-  La Soledad-  Los Aceites-  Montebello-  San Jacinto-  Tenorio;5890
1003;2345;234508;MUNICIPIO VALENCIA Y LIM. URBANO;Q. QUIMARI- RÍO SINÚ Y CERRO MURRUCUCÚ;RÍO (PERMANENTE);MUNICIPIO VALENCIA;Rural;Montevideo- Virgilio Vargas;Sin Informacion de Veredas;23807
1004;544;54448;RELIEVE MONTAÑOSO;MUNICIPIO SONSÓN;MPIO. SAN FRANCISCO;M. EL CARMEN DE VIBORAL;Rural;Sin Informacion de Barrios;Agua Linda- Alto Bonito-  El Entablado-  La Cima-  La Paila-  La Primavera-  La Tolda-  Los Limones-  Majagual-  Palmirita-  Santa Cruz-  Sinaí;5197
1005;4760;476007;MUNICIPIO SALAMINA;VÍA PIVIJAY-SABANAS-CONCEPCIÓN;MUNICIPIO PIVIJAY;M. CAMPO DE LA CRUZ Y CERRO SAN ANTO.;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47258
1006;7600;760023;KR 28A  Y  28D;KR  41B;CL  57 Y 56;CL  48  Y  74;Urbano;El Retiro- El Vallado- Laureano Gómez- Los Comuneros I- Mojica;Sin Informacion de Veredas;76001
1007;1300;130014;CL 31 Y AC 31;TV 0  Y  TV 54;DG  31;TV 50 Y DG 30;Urbano;Buenos Aires- Calamares- Camaguey- El Carmen- El Country- Escallón Villa- La Campiña- La Troncal- Las Delicias- Los Ángeles- Los Ejecutivos- Rubí- Tacarigua- Villa Sandra- Zaragocilla;Sin Informacion de Veredas;13001
1008;2500;250030;CL  21;CL 12 S;KR 4 E;KR 23;Urbano;Alcaparro- Amparito- Aprovim- Barranquillita- Bello Horizonte- Bolonia- Casas Grises- El Cortijo- El Molino- El Pinar- El Rinconcito- El Sociego- El Triunfo- Escallón- Esperanza- Gabriel Echavarría- Kennedy- La Española- La Huerta- La Magnolia- La Trinida;LA ESTANCIA- LAGUNA LARGA-  POTRERO GRANDE;25430
1009;500;50006;KR 55- CL 88- K 53A- C 86 Y 88;CL 77 Y 78;KR  45;RIO MEDELLIN;Urbano;Brasilia- Campo Valdés No.1- Las Esmeraldas- Miranda- Moravia;Sin Informacion de Veredas;5001
1010;5440;544070;LIMITE URBANO;LIMITE URBANO;KR 1;KR 4A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54480
1011;8530;853057;MPIO. SAN LUIS DE PALENQUE;M. PTO. GAITÁN Y CAÑO DUYA;MUNICIPIO SANTA ROSALIA;CAÑO DUYA Y BUYA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;85230
1012;9160;916017;M. SOLANO Y PACOA;MUNICIPIO MIRITÍ PARAN;MUNICIPIO PACOA;M. MIRITÍ PARAN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91430
1013;1935;193579;RÍO SAN JOAQUÍN;MUNICIPIO PATÍA;VÍA LA PALOMA-LA ROMELIA;RÍO HUISITO Y TOPE;Rural;Sin Informacion de Barrios;Brisas- La Cumbre-  Liberia-  Vallenuevo;19256
1014;2770;277050;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27099
1015;1526;152601;CL 9;CL 2;KR 1;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15660
1016;8550;855057;MUNICIPIO PÁEZ;VÍA SAN LUIS DE GACENO-MONTERREY;MUNICIPIO MONTERREY;MUNICIPIO SAN LUIS DE GACENO;Rural;Sin Informacion de Barrios;Agua Caliente- Caño Barroso-  Caño Blanco-  Gazapal-  Granja-  La Colonia-  Palmichal-  Pensamiento-  Piñalera-  Piñalera-  Piuela-  Planadas-  Porvenir-  Puerto Nuevo;85300
1017;7600;760035;AK GUAD.- KR 56 Y CL 14 O;AK NAPOLES Y KR 79 O;CL  5;LIMITE URBANO;Urbano;Alferes Real- Buenos Aires- Caldas- Colina del Sur- Cuarto de Legua - Guadalupe- El Refugio- Fransisco Eladio Ramírez- La Cascada- Los Chorros- Los Farallones- Lourdes- Mario Correa Renjifo- Nápoles- Pampalinda- Prados del Sur- Sector Canaveralejo Guadalu;Sin Informacion de Veredas;76001
1018;6875;687577;MUNICIPIO RIONEGRO;VÍA GIRÓN - PORTUGAL;MUNICIPIO GIRÓN;VÍA PORTUGAL -EL CONCHAL;Rural;Sin Informacion de Barrios;Agurre- Altos de Palonegro-  Buenavista-  Cantabria-  Cuzaman-  El Progrezo-  El Salado-  La Esmeralda-  La Victoria-  Puyana-  San Cayetano-  San Pacho-  San Ta Rosa-  Sardinas;68406
1019;1315;131540;CL 6;CL 42;LIMITE URBANO;KR 7;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13140
1020;1542;154220;CL 7;CL 2;KR 1;KR 8;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15293
1021;5250;525067;MUNICIPIO RICAURTE;MUNICIPIO CUMBAL;RÍO MIRAFLORES Y (PERMANENTE);M. CUMBAL Y RICAURTE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52435
1022;9430;943019;MUNICIPIO MORICHAL;RÍO ISANA Y PAÍS BRASIL;Q/DA. PACÚ Y RÍO (PERMANENTE);MUNICIPIO PAPUNAUA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94887
1023;7050;705039;M. SAN J. DE B.- SAN L. DE SIN. Y AY. Z. H.;MUNICIPIO EL ROBLE;M. EL ROBLE Y SAN LUIS DE SINCE;MUNICIPIO SAMPUES;Rural;Sin Informacion de Barrios;Capira- Corneta-  Los Limones-  Villa Nueva;70215
1024;500;50043;CL 107-107A-Q. LA MONTAÑITA Y M. BELLO;CL 94- 93A Y 93;KR  76- 78 Y 80;KR 87  Y  LIMITE URBANO;Urbano;Doce de Octubre No.1- Doce de Octubre No.2- El Triunfo- Mirador del Doce- Picachito- Picacho- Progreso No.2- San Martín de Porres;Sin Informacion de Veredas;5001
1025;7355;735507;M. ROVIRA Y VALLE DE SAN JUAN;VÍA ORTEGA-SALDAÑA Y M. SALDAÑA;MUNICIPIO SAN LUIS;VÍA ORTEGA-LA REFORMA;Rural;Sin Informacion de Barrios;Chicuambe la Ceiba- El Triunfo-  La Cenicera-  La Colorada-  Mola-  Paso Ancho-  Perico-  San Martin-  Toporco;73504
1026;2534;253420;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25592
1027;5240;524009;MUNICIPIO PUERRES;MUNICIPIO POTOSÍ;MUNICIPIO ORITO;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52215
1028;1530;153057;M. TIRIBITA Y TENZA;M. GUAYATA Y SOMONDOCO;MUNICIPIO SUTATENZA;MUNCIPIO MANTA;Rural;Sin Informacion de Barrios;Cabecera Municipal- CABRERA-  Cabrera-  CANADA-  CHorro de Oro-  CHorro Tinto-  Gaunza Abajo-  LLano Grande-  MEDIO QUEBRADA-  Mortiño-  Munantá-  Piedra Parada-  Pozos-  Puentes-  PUGUNTA-  RESGUARDO-  Rosales-  SALITRE-  Sibatá-  Suaitoque-  Zarzal;15322
1029;548;54827;M. PUERTO TRIUNFO;M. NORCACIA Y ARGELIA;M. P. BOYACA Y LA DORADA;M. SAN FRANCISCO;Rural;Sin Informacion de Barrios;Alto Bonito- Alto de Samana-  Alto del Pollo-  Butantan-  Guadualito-  La Florida - Tres Ranchos-  La Linda-  La Mesa-  La Paz- San Francisco-  Limones-  Mesones-  Mulato Alto-  Mulato Bajo-  Piedras Blancas-  Quiebra de Roque-  San Antonio-  San Esteban-;5756
1030;9910;991019;RÍO VICHADA;CAÑO MATAVÉN;CAÑO SIRARE Y RÍO (PERMANENTE);CAÑO DUME;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;99773
1031;2532;253217;MUNICIPIO VILLETA;MUNICIPIO ANOLAIMA;MUNICIPIO ALBAN;MUNICIPIO BITUIMA;Rural;Sin Informacion de Barrios;CENTRO- RESGUARDO;25328
1032;2518;251847;MUNICIPIO FÓMEQUE;MUNICIPIO GUAYABETAL;M. EL CALVARIO Y GUAYABETAL;M. CAQUEZA Y FOSCA;Rural;Sin Informacion de Barrios;CAIMITO- CENTRO-  CHILCAL ALTO-  CHILCAL BAJO-  CORRALEJA-  EL HERRERO-  GRANADILLO-  GRANADILLO-  GUACAPATE-  GUAMAL BAJO-  GUANE-  HOYA ALTA-  HOYA BAJA-  HOYA VARGAS-  La Estrella-  LA MOYA-  LLANO GRANDE-  MESITAS-  Oro Perdido-  PICALITO-  PLATANILLO;25594
1033;4140;414009;MPIO. YAGUARÁ Y TESALIA;MUNICIPIO GARZÓN;VÍA HOBO-GIGANTE-ZULUAGA;MPIO. PAICOL Y AGRADO;Rural;Sin Informacion de Barrios;AGUA BLANCA- BAJO SILVANIA-  EL PARA-  LIBERTADOR-  PRIMAVERA;41306
1034;6835;683557;MPIO. PALMAR Y CABRERA;MPIO. CONFINES Y PARAMO;MPIO. PINCHOTE;VÍA CONFINES-SOCORRO-RÍO SUÁREZ;Rural;Sin Informacion de Barrios;Alto de Reinas- Buenavista-  Morros-  Quebradas;68755
1035;2510;251040;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;CHITIVA ABAJO;25772
1036;4720;472027;MUNICIPIO ARACATACA;MPIO. ALGARROBO Y EL COPEY;RÍO (PERMANENTE);MUNICIPIO PIVIJAY;Rural;Sin Informacion de Barrios;Caraballo;47288
1037;6815;681501;LIMITE URBANO;CL 10 SUR;KR 8A;KR 1;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68162
1038;6845;684507;MPIO. BOLIVAR Y VELEZ;MPIO. PUENTE NACIONAL;MUNICIPIO VELEZ;MPIO. SUCRE Y JESUS MARIA;Rural;Sin Informacion de Barrios;Botua- Botua-  Escobal-  Puerto López-  San José de Roba-  San Vicente-  Tres Esquinas;68324
1039;7010;701050;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;70418
1040;2534;253447;MUNICIPIO CAPARRAPÍ;MUNICIPIO CHAGUANI Y VIANI;M. UTICA- Q/DA. NEGRA Y VILLETA;VIA CHAGUANI-GUADUAS-CAPARRAPI;Rural;Sin Informacion de Barrios;ABUELITA- ALTO DE LA PUNTA-  BARBASCALES-  CARBONERA-  CHIPAUTA-  CHORRILLO-  CINTA Y FRIA-  COCOLO Y MOLANO-  CORRALES-  CURAPO-  EL ESCRITORIO-  EL PALMAR-  EL RAIZAL Y CAJON-  EL TRIGO-  GRANADA-  LA CABALA-  LA CUMBRE-  La Esmeralda-  LA VERBENA-  LLA;25320
1041;2500;250078;VIA CHACUA CA.-SAN RAFAEL;MUNICIPIO PASCA;MUNICIPIO SOACHA;M. SILVANIA Y FUSAGASUGA;Rural;Sin Informacion de Barrios;EL JASMIN- SAN BENITO-  SAN FORTUNATO;25740
1042;6875;687517;MUNICIPIO EL PLAYÓN;MUNICIPIO BUCARAMANGA;MUNICIPIO MATANZA;VÍA EL PLAYÓN-B/MANGA.;Rural;Sin Informacion de Barrios;La Esmeralda- San Ignacio;68615
1043;8520;852050;CL 12;CL 1;KR 5;KR 21;Urbano;Centauros- Centro- Libertadores- Panorama- Porvenir- Simón Bolívar;Sin Informacion de Veredas;85263
1044;2010;201010;CL 21;CL 1;KR 13 E;KR 23;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;20238
1045;830;83080;KR 1;KR 17;CL 1;CL 21;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;8520
1046;4700;470017;MAR CARIBE;MUNICIPIO ARACATACA;MUNICIPIO DIBULLA;RÍO DON DIEGO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47001
1047;4150;415040;CL 8;CL 1;LIMITE URBANO;KR 2;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;41518
1048;4780;478048;MAR CARIBE;MPIO. EL RETÉN Y ARACATACA;M. CIENAGA Y ZONA BANANERA;MUNICIPIO SITIONUEVO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47570
1049;1103;110311;DG 39;AC 19;LIMITE URBANO;AK 14;Urbano;Bosque Izquierdo- Hoya Teusaca- La Alameda- La Macarena- La Merced- La Perseverancia- Las Nieves- Parque Nacional- Parque Nacional Oriental- Parque Oriental Urbano- Sagrado Corazón- Samper- San Diego- San Martín;Sin Informacion de Veredas;11001
1050;6820;682021;DG 7A;CL 1;KR 0;KR 7;Urbano;Sin Informacion de Barrios;Cataligua- Sagamal;68684
1051;7615;761558;M. EL DOVIO Y VÍA EL DOVIO-ZARZAL;MUNICIPIO BOLÍVAR;MUNICIPIO ZARZAL;MUNICIPIO BOLÍVAR;Rural;El Portal- Simón Bolívar;Cielito;76622
1052;6820;682041;LIMITE URBANO;CL 2;KR 1;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68229
1053;1534;153440;CL 5;CL 1;KR 2;KR 12;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15189
1054;1730;173060;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 11;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;17541
1055;6810;681048;MUNICIPIO SANTA BARBARA;MPIO. SAN ANDRES Y CEPITÁ;VÍA SAN ANDRES-SANTA BARBARA;MUNICIPIO PIEDECUESTA;Rural;Sin Informacion de Barrios;Piedra Abajo- Río Negro;68318
1056;7000;700009;LIMITE URBANO;MUNICIPIO SAN PUES;MUNICIPIO COROZAL;ARROYO MOCHÁ;Rural;Sin Informacion de Barrios;Canta Gallo- Don Alonso;70001
1057;2506;250608;VIA CUCUN.-LENGUAZ.-TURMEQUE;MUNICIPIO CHOCONTÁ;MUNICIPIO VILLAPINZÓN;MUNICIPIO CUCUNUBÁ;Rural;Sin Informacion de Barrios;BUITA- CHIRVANEQUE-  EL RHUR-  EL TABLON-  ESPINAL ALISAL-  ESPINAL CARRIZAL-  FARACIA-PANTANITOS-  FARACIA-RETAMO-  FIANTOQUE-  GUANGUITA-  HATO DE ROJAS-  HATO FIERO-  HATOGRANDE-  JUAITOQUE-  LA CUBA-  LA RAMADA-  Nemoconcito-  RAMADA ALTA-  RAMADA FLO;25407
1058;7030;703030;CL 23;CL 8 SUR;KR 8;KR 1 SUR;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;70771
1059;1111;111156;AC  170;CL  138;AU NORTE;KR  92;Urbano;Altos de Suba- Atenas- Britalia- Cantagallo- Casa Blanca Suba I- Casablanca Suba- Delmonte- El Plan- Escuela de Carabineros- Gilmar- Granada Norte- Iragua- Mazuren- Portales del Norte- Prado Pinzón- San José V Sector- Santa Helena- Suba Cerros- Suba Urban;Sin Informacion de Veredas;11001
1060;6815;681547;M. ENCISO Y SAN JOSE DE MIRANDA;RÍO (PERMANENTE);MUNICIPIO SAN MIGUEL;MUNICIPIO COVARACHIA;Rural;Sin Informacion de Barrios;Agua Sucia- Moralito-  Siotes-  Tapias;68147
1061;4750;475038;M. CHIBOLO Y SABANAS DE SAN ANGEL;M. STA. BÁRBA. DE PINTO Y SANTA ANA;MPIO. NUEVA GRANADA;VÍA CHIBOLO-STA. BÁRBARA DE PINTO;Rural;Sin Informacion de Barrios;Consuelo- Santa Ines;47555
1062;2528;252830;LIMITE URBANO;CL 1;CL 17;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25483
1063;5450;545037;MUNICIPIO EL ZULIA;MPIO. DURANIA Y SALAZAR;M. EL ZULIA Y SAN CAYETANO;MPIO. GRAMALOTE Y SALAZAR;Rural;Sin Informacion de Barrios;Alto de Frio- Cuperena-  El Pijon-  La Amarilla;54680
1064;5245;524520;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Calputan- Egido San Antonio-  El Espino Sur-  La Concordia-  San Juan Chiquito-  Tres Esquina;52585
1065;1920;192077;VÍA SILVIA-CALDONO;VÍA SILVIA-PIENDAMÓ;VÍA SILVIA.CALDONO;MUNICIPIO PIENDAMÓ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19743
1066;1502;150247;M. OICATA Y TUTA;MUNICIPIO SIACHOQUE;MUNICIPIO TOCA;MUNICIPIO OICATA;Rural;Sin Informacion de Barrios;Agua Blanca- Agua Blanca-  Chaine-  Leonera-  Leonera-  Pirgua-  Puente Hamaca-  San Francisco-  Tuaneca;15187
1067;5235;523507;MUNICIPIO CONSACÁ;RÍO (PERMANENTE);MUNICIPIO PASTO;MUNICIPIO YACUANQUER;Rural;Sin Informacion de Barrios;Birmania- Chavez-  El Paramo-  El Tambor-  La Aguada-  La Pradera-  Los Ajos-  Marqueza Bajo-  Mejía;52788
1068;9430;943067;MPIO. MAPIRIPANA Y BARRANCO MINAS;CAÑO MOSQUITO Y RÍO INÍRIDA;MPIO. INÍRIDA Y RÍO INÍRIDA;MUNICIPIO MAPIRIPANA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94888
1069;8550;855038;CAÑO AGUA CLARA Y DE UPÍA;VÍA CARIBA.-LOS GEMELOS Y RÍO (PERMA.);MUNICIPIO TAURAMENA;M. CABUYARO Y BARRANCA DE UPÍA;Rural;Sin Informacion de Barrios;Caiman Bajo- Flor Amarillo-  La Camanga Leche Miel;85440
1070;7600;760016;DG  24;KR  28A  Y  28D;TV 103 Y CL 105;TV 103   Y  CL 105;Urbano;Alfonzo Bonilla Aragon- José Manuel Marroquín I- José Manuel Marroquín II- Los Naranjos;Sin Informacion de Veredas;76001
1071;7640;764007;MUNICIPIO CALI;RÍO CLARO;M. PTO. TEJADA Y VILLA RICA;MPIO. BUENAVENTURA;Rural;Alfaguara- Covicedros- El Rosario- Los Mandarinos;CHALO- JUAN IGNACIO;76364
1072;2532;253257;MUNICIPIO CHAGUANÍ;MUNICIPIO PULÍ;MUNICIPIO VIANI Y QUIPILE;M. BELTRÁN Y RÍO SECO DE LAS PALMAS;Rural;Sin Informacion de Barrios;CENTRO- EL CARMEN-  GUAYAQUIL-  HATO-  IVANCITO-  MESITA-  PARAMON-  SAN NICOLAS;25662
1073;1516;151647;M. PAZ DE RÍO Y SATIVASUR;MUNICIPIO TASCO;MUNICIPIO SOCOTÁ;MPIO. PAZ DE RÍO Y TASCO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15757
1074;1945;194558;RÍO (PERMANENTE);MUNICIPIO PUERTO GUZMÁN;M. CURILLO Y SAN J. DE FRAGUA;MUNICIPIO MOCOA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19533
1075;1945;194508;MUNICIPIO LA VEGA;MPIO. STA. ROSA Y RÍO (PERMANENTE);RÍO (PERMANENTE);MUNICIPIO ALMAGUER;Rural;Sin Informacion de Barrios;Altos de Las Palmas- Barbillas-  Cajibio-  Chopiloma-  Monterredondo-  Nueva Providencia-  Rionegro;19693
1076;6805;680567;RÍO SANTA CRUZ;MUNICIPIO CHARTA;MUNICIPIO SURATÁ;M. RIONEGRO Y B/MANGA;Rural;Sin Informacion de Barrios;Abejas- Caña-  Capilla Parte Baja-  El Aburrido-  El Puerto-  La Aguada-  La Playa-  Lavadores-  Magueyes-  Ovejera-  Pericos-  Pirka-  Rinconada-  San Pedro Alto;68444
1077;6815;681557;MPIO. ENCISO Y CARCASI;MPIO. MACARAVITA;M. CARCASI Y MACARAVITA;MPIO. CAPITANEJO;Rural;Sin Informacion de Barrios;Puertas- Quebrada Honda-  Saucara;68686
1078;1950;195060;CL 2N;CL 18;KR 5;KR 6;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;19450
1079;510;51070;CL 28;LIMITE URBANO;KR 9;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5656
1080;4170;417060;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;41530
1081;8160;816018;CAÑO TOTUMO- RÍO LIPA;RÍO CUSAY- CAÑO AGUA AZUL;MUNICIPIO ARAUCA;MUNICIPIO FORTUL;Rural;Sin Informacion de Barrios;Alto Primore- Arauquita_Arauca-  Brisas de Caranal-  Cuatro de julio-  El Carmen-  El Cusay-  El Futuro-  El Paraiso-  Filipinas-  Gaviota del Caranal-  La Comunidad-  La Comunidad-  La Gloria-  La Reserva-  LA Victoria-  Los Almendros-  Los Colonos-  Los;81065
1082;2720;272040;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Avenida Jiménez- Bahía Solano- Caracas- Divino Niño- Jiménez- Las Brisas- Miraflores- Pueblo Nuevo- San Antonio- Serpa Uribe- Villa del Prado- Vírgen del Carmen;Sin Informacion de Veredas;27135
1083;2030;203020;LIMITE URBANO;LIMITE URBANO;KR 3 E;KR 12;Urbano;17 de Febrero- 20 de Noviembre- 5 de Marzo- El Centro- El Paraíso- El Progreso- La Florida- La Y- Las Malvinas- Los Comuneros- Luis Carlos Galán- Ovelio Jiménez- San José- Santander- Simón Bolívar- Toscano;Sin Informacion de Veredas;20400
1084;5070;507058;MPIO. GUTIÉRREZ Y BOGOTÁ D. C.;MUNICIPIO CUBARRAL;MPIO. ACACÍAS Y RÍO GRANDE;MUNICIPIO CUBARRAL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50318
1085;6865;686508;MUNICIPIO GIRÓN;MUNICIPIO ZAPATOCA;RÍO CHUCURI;MUNICIPIO SAN VICENTE DE CHUCURI;Rural;Sin Informacion de Barrios;Belmonte- LLAMA FRIA-  Mata de Cacao-  Sogamoso-  VISCAINAS;68092
